Student_ID,Age,Major,Primary_AI_Tool,Task_Frequency_Daily,Main_Usage_Case,GPA_Baseline,GPA_Post_AI,Time_Saved_Hours_Weekly,AI_Ethics_Concern,Career_Confidence_Score
STU-6857622,25,Fine Arts,Claude 3.5,7,Brainstorming,2.8,3.03,5,Low,5
STU-2797057,24,Modern History,Perplexity,10,Exam Prep,3.3,3.69,14,Medium,1
STU-8751308,19,Data Science,GitHub Copilot,1,Brainstorming,3.64,3.8,4,Medium,7
STU-8838885,21,Business Administration,ChatGPT-4o,8,Literature Review,2.58,2.75,5,Medium,9
STU-5894199,24,Business Administration,Gemini Pro,2,Literature Review,2.95,3.24,14,Medium,10
STU-4649842,18,Software Engineering,GitHub Copilot,4,Brainstorming,3.79,4,11,High,5
STU-4456032,22,Software Engineering,Perplexity,2,Essay Drafting,2.64,2.72,6,Low,1
STU-2085604,25,Business Administration,Gemini Pro,1,Literature Review,3.7,4,14,Medium,10
STU-4118022,22,Business Administration,GitHub Copilot,9,Exam Prep,3.89,4,14,Low,2
STU-4814492,24,Business Administration,Gemini Pro,4,Code Debugging,3.19,3.19,7,High,9
STU-9114915,19,Software Engineering,ChatGPT-4o,7,Brainstorming,2.94,3.31,11,Low,6
STU-9312968,25,Data Science,GitHub Copilot,5,Literature Review,3.12,2.98,2,High,10
STU-2997767,19,Software Engineering,Claude 3.5,4,Brainstorming,2.93,3.37,12,Medium,1
STU-2923381,25,Software Engineering,GitHub Copilot,10,Exam Prep,3.71,3.76,9,High,2
STU-5921831,24,Business Administration,Claude 3.5,8,Brainstorming,3.44,3.53,10,Low,6
STU-9899590,21,Software Engineering,Claude 3.5,3,Essay Drafting,3.11,2.97,11,Low,8
STU-2593809,21,Data Science,GitHub Copilot,7,Brainstorming,3.79,3.99,9,Low,3
STU-1866635,24,Biology,Claude 3.5,8,Essay Drafting,3.09,3.37,15,Low,3
STU-5535195,18,Modern History,Claude 3.5,7,Literature Review,3.09,2.97,6,High,6
STU-8391860,18,Biology,Claude 3.5,10,Brainstorming,3.26,3.73,7,Low,2
STU-4958709,21,Business Administration,GitHub Copilot,6,Essay Drafting,2.56,2.69,12,High,7
STU-7266831,20,Biology,GitHub Copilot,2,Exam Prep,3.91,4,15,Medium,3
STU-9709321,20,Business Administration,Claude 3.5,5,Exam Prep,3.2,3.63,2,Low,9
STU-9685044,24,Fine Arts,Claude 3.5,2,Essay Drafting,3.58,3.82,14,High,1
STU-9499179,23,Modern History,Perplexity,10,Essay Drafting,2.8,3.19,5,Medium,5
STU-7370957,19,Fine Arts,ChatGPT-4o,10,Essay Drafting,2.88,2.69,8,High,5
STU-3208933,19,Biology,Claude 3.5,7,Code Debugging,2.63,3.01,13,Low,3
STU-3149570,18,Data Science,Perplexity,1,Code Debugging,3.79,3.87,11,Low,8
STU-5344680,24,Business Administration,Claude 3.5,1,Literature Review,2.97,3.43,15,High,1
STU-9503221,22,Modern History,Claude 3.5,5,Literature Review,3.61,3.67,9,Medium,3
STU-4757598,24,Biology,Gemini Pro,10,Code Debugging,3.29,3.41,8,Medium,6
STU-1383758,18,Business Administration,GitHub Copilot,3,Exam Prep,3.14,3.33,8,Medium,2
STU-7798723,24,Modern History,Perplexity,3,Code Debugging,3.55,3.58,10,Low,4
STU-4132703,20,Biology,GitHub Copilot,5,Literature Review,2.57,2.75,4,Medium,8
STU-6871468,25,Modern History,Gemini Pro,8,Brainstorming,3.67,4,2,High,9
STU-3973512,25,Data Science,Claude 3.5,1,Exam Prep,3.22,3.64,5,Medium,2
STU-7358244,20,Fine Arts,GitHub Copilot,5,Brainstorming,3.55,3.45,12,Medium,4
STU-8886604,23,Business Administration,Gemini Pro,8,Literature Review,2.64,3.08,2,High,5
STU-7360955,19,Biology,Claude 3.5,3,Brainstorming,2.77,2.72,15,Low,6
STU-4049125,19,Modern History,Perplexity,4,Literature Review,3.35,3.45,7,Low,4
STU-5924436,22,Fine Arts,Claude 3.5,3,Essay Drafting,3.15,3.18,10,Medium,6
STU-6897570,23,Business Administration,Claude 3.5,3,Brainstorming,2.58,2.52,14,Low,4
STU-8195498,20,Modern History,GitHub Copilot,7,Exam Prep,3.39,3.69,6,Low,8
STU-6858014,22,Biology,Claude 3.5,8,Essay Drafting,2.75,2.89,10,Medium,9
STU-8487388,23,Modern History,ChatGPT-4o,8,Exam Prep,2.68,2.63,12,High,4
STU-3412754,19,Fine Arts,Gemini Pro,10,Exam Prep,3.09,3.39,9,Low,1
STU-2597373,20,Data Science,Gemini Pro,10,Literature Review,3.77,3.95,10,High,8
STU-6674914,19,Software Engineering,Perplexity,5,Exam Prep,3.56,3.49,8,Medium,1
STU-1216342,22,Software Engineering,GitHub Copilot,10,Essay Drafting,2.85,3.08,9,High,2
STU-7837469,21,Business Administration,GitHub Copilot,8,Essay Drafting,3.08,3.3,10,Low,10
STU-5875512,24,Modern History,Perplexity,5,Exam Prep,3,2.86,5,Low,5
STU-5974184,24,Modern History,Gemini Pro,6,Literature Review,3.16,3.65,2,Low,2
STU-8640561,19,Biology,GitHub Copilot,9,Literature Review,3.98,4,6,Medium,6
STU-2307252,20,Software Engineering,Gemini Pro,3,Exam Prep,2.8,3.13,15,High,3
STU-1302575,19,Business Administration,Perplexity,8,Brainstorming,3.02,3.33,11,High,4
STU-8981515,22,Software Engineering,GitHub Copilot,2,Code Debugging,3.06,2.89,14,High,5
STU-9405845,18,Software Engineering,Gemini Pro,10,Literature Review,3.89,3.84,8,High,10
STU-8996006,20,Business Administration,GitHub Copilot,1,Brainstorming,3.95,4,7,Low,7
STU-8955478,24,Software Engineering,Claude 3.5,6,Brainstorming,3.38,3.19,3,High,5
STU-6671864,22,Software Engineering,ChatGPT-4o,5,Brainstorming,3.89,4,9,Medium,10
STU-4721632,24,Modern History,ChatGPT-4o,7,Brainstorming,3.68,3.83,3,Medium,8
STU-7668563,23,Software Engineering,Claude 3.5,6,Literature Review,3.81,4,13,High,7
STU-9128985,24,Software Engineering,Gemini Pro,9,Essay Drafting,3.53,3.82,14,Medium,10
STU-3295270,19,Biology,Claude 3.5,5,Code Debugging,3,3.02,13,Low,5
STU-7004704,18,Fine Arts,Perplexity,6,Code Debugging,3.1,2.92,13,Medium,4
STU-4224906,24,Fine Arts,GitHub Copilot,6,Brainstorming,2.83,3.18,14,Low,5
STU-3106452,20,Data Science,Gemini Pro,1,Exam Prep,2.63,2.77,7,Medium,1
STU-5816364,22,Software Engineering,Gemini Pro,8,Exam Prep,3.65,3.63,14,Medium,5
STU-9274883,22,Biology,Gemini Pro,1,Code Debugging,3.46,3.54,12,High,6
STU-4613378,20,Biology,GitHub Copilot,4,Literature Review,3.31,3.8,4,Medium,4
STU-2281578,21,Biology,Claude 3.5,1,Code Debugging,2.52,2.93,8,High,1
STU-8861316,20,Fine Arts,GitHub Copilot,10,Literature Review,3.97,4,3,High,7
STU-1100274,23,Data Science,Gemini Pro,3,Brainstorming,3.53,3.64,13,Low,1
STU-4614990,22,Data Science,Gemini Pro,1,Literature Review,2.75,2.91,11,Low,7
STU-1312551,18,Modern History,Gemini Pro,7,Exam Prep,2.62,2.87,15,Medium,1
STU-3849371,22,Business Administration,Gemini Pro,2,Essay Drafting,3.53,3.59,2,Medium,10
STU-8003870,20,Business Administration,Gemini Pro,1,Literature Review,2.75,3.08,15,Low,1
STU-1939149,18,Fine Arts,Perplexity,4,Literature Review,2.84,2.95,10,High,1
STU-8093867,20,Software Engineering,Gemini Pro,5,Literature Review,3.45,3.26,4,Medium,2
STU-1496609,20,Biology,ChatGPT-4o,10,Brainstorming,3.36,3.68,15,Medium,9
STU-4919809,18,Business Administration,GitHub Copilot,6,Code Debugging,2.52,2.43,9,Low,1
STU-8490988,20,Data Science,Perplexity,6,Literature Review,2.57,3.01,9,High,3
STU-1701070,25,Business Administration,GitHub Copilot,6,Essay Drafting,3.6,3.99,14,Medium,7
STU-6924168,25,Biology,Perplexity,8,Brainstorming,2.56,2.57,14,Medium,9
STU-3783895,22,Business Administration,Perplexity,2,Brainstorming,2.66,2.95,10,Medium,4
STU-4359139,23,Modern History,GitHub Copilot,6,Essay Drafting,2.56,2.68,15,Medium,2
STU-1288720,23,Fine Arts,Perplexity,3,Brainstorming,2.94,3.34,5,Low,8
STU-4672252,22,Software Engineering,Gemini Pro,5,Essay Drafting,3.61,3.53,7,Low,3
STU-6129859,18,Data Science,Gemini Pro,3,Brainstorming,3.96,3.77,14,Low,8
STU-7011165,21,Modern History,ChatGPT-4o,4,Code Debugging,2.53,2.78,14,High,7
STU-4167981,22,Software Engineering,Claude 3.5,7,Code Debugging,3.05,3.07,7,High,7
STU-6311809,23,Biology,ChatGPT-4o,1,Literature Review,3.59,3.47,13,Low,6
STU-3427211,22,Fine Arts,GitHub Copilot,10,Code Debugging,3.3,3.69,15,Low,3
STU-8938035,20,Data Science,GitHub Copilot,5,Essay Drafting,3,3.4,15,High,3
STU-7403951,21,Software Engineering,Claude 3.5,2,Essay Drafting,3.63,3.46,2,Low,6
STU-2477443,18,Biology,Gemini Pro,6,Code Debugging,3.32,3.81,4,Low,6
STU-5358348,24,Data Science,GitHub Copilot,2,Brainstorming,2.63,2.59,12,High,4
STU-2367913,19,Software Engineering,ChatGPT-4o,10,Essay Drafting,3.86,3.91,2,Low,3
STU-2138106,21,Data Science,Gemini Pro,2,Literature Review,3.83,4,8,High,7
STU-5302261,20,Fine Arts,ChatGPT-4o,2,Essay Drafting,3.62,3.64,14,High,1
STU-2215369,19,Software Engineering,Perplexity,4,Code Debugging,3.25,3.23,8,Medium,10
STU-5847089,19,Modern History,Gemini Pro,8,Brainstorming,2.56,2.72,10,Medium,3
STU-5485143,20,Business Administration,Gemini Pro,8,Exam Prep,2.89,2.88,12,Medium,4
STU-8804332,21,Data Science,Perplexity,1,Essay Drafting,3.25,3.69,11,Low,1
STU-3015164,22,Fine Arts,Claude 3.5,9,Code Debugging,2.54,2.92,11,High,7
STU-3982904,25,Fine Arts,Claude 3.5,5,Literature Review,4,4,11,High,4
STU-3511775,25,Modern History,ChatGPT-4o,9,Code Debugging,3.28,3.59,6,Low,1
STU-3294539,21,Biology,Claude 3.5,2,Brainstorming,3.99,3.98,7,Low,5
STU-1731134,25,Data Science,Perplexity,6,Essay Drafting,3.24,3.67,6,Medium,8
STU-7565826,21,Biology,ChatGPT-4o,4,Literature Review,2.84,3.05,9,High,8
STU-7270744,25,Software Engineering,Claude 3.5,5,Exam Prep,3.33,3.28,8,Medium,6
STU-6022524,19,Biology,Gemini Pro,4,Code Debugging,3.68,3.6,8,Low,1
STU-3270283,20,Modern History,Claude 3.5,2,Exam Prep,3.19,3.37,7,High,3
STU-4032992,22,Biology,Gemini Pro,5,Literature Review,2.94,3.07,10,High,5
STU-8844382,23,Fine Arts,Perplexity,1,Code Debugging,3.93,4,11,Medium,3
STU-5971272,18,Fine Arts,ChatGPT-4o,3,Brainstorming,3.64,4,10,Low,4
STU-7763643,22,Business Administration,GitHub Copilot,2,Code Debugging,3.6,3.49,3,High,7
STU-8539787,21,Software Engineering,Gemini Pro,4,Code Debugging,2.66,3.01,14,Low,3
STU-7700892,22,Modern History,GitHub Copilot,10,Essay Drafting,3.15,3.56,14,Medium,4
STU-2797091,23,Biology,Claude 3.5,9,Code Debugging,3.06,3.46,7,Low,3
STU-9062789,18,Data Science,GitHub Copilot,10,Essay Drafting,3.4,3.82,11,High,9
STU-9496979,21,Biology,ChatGPT-4o,3,Code Debugging,2.68,2.77,9,Medium,8
STU-7326430,23,Software Engineering,Gemini Pro,7,Code Debugging,3.49,3.63,8,Medium,2
STU-6500134,20,Software Engineering,Perplexity,6,Code Debugging,2.55,2.78,8,Low,7
STU-5780193,20,Modern History,ChatGPT-4o,10,Essay Drafting,3.45,3.61,8,High,8
STU-3452144,23,Biology,Perplexity,3,Exam Prep,3.25,3.34,8,Medium,5
STU-7781133,24,Software Engineering,GitHub Copilot,6,Code Debugging,3.55,3.65,3,Low,1
STU-9980617,18,Biology,GitHub Copilot,8,Brainstorming,2.84,3.31,7,Low,10
STU-4115743,20,Software Engineering,Gemini Pro,6,Exam Prep,3.91,4,14,Medium,9
STU-2809017,20,Biology,Perplexity,8,Exam Prep,3.53,3.86,7,Medium,3
STU-1234803,24,Modern History,Claude 3.5,9,Exam Prep,3.29,3.66,11,High,10
STU-4595898,19,Business Administration,Claude 3.5,5,Essay Drafting,2.74,2.63,4,High,10
STU-2075328,19,Fine Arts,ChatGPT-4o,3,Code Debugging,3.71,4,5,High,6
STU-7950934,21,Software Engineering,Perplexity,9,Exam Prep,3,3.05,14,Medium,3
STU-2191113,22,Business Administration,Claude 3.5,2,Code Debugging,3.51,3.55,2,Low,1
STU-7507704,19,Data Science,Gemini Pro,8,Code Debugging,2.89,3.02,7,Low,9
STU-5168009,23,Biology,ChatGPT-4o,2,Exam Prep,3.68,3.81,14,Medium,5
STU-1430913,22,Fine Arts,Claude 3.5,7,Brainstorming,2.84,2.73,2,High,1
STU-6762758,18,Data Science,Perplexity,10,Code Debugging,3.8,4,2,Medium,3
STU-1657772,21,Software Engineering,Claude 3.5,8,Exam Prep,3.71,3.97,7,High,7
STU-7635958,18,Software Engineering,ChatGPT-4o,3,Literature Review,2.62,2.49,14,High,4
STU-9958048,21,Modern History,GitHub Copilot,8,Brainstorming,3.03,3.01,7,High,5
STU-5246499,22,Biology,ChatGPT-4o,5,Essay Drafting,2.88,3.33,3,Low,6
STU-8197832,23,Data Science,Perplexity,7,Brainstorming,2.82,2.85,14,Medium,8
STU-3255423,24,Business Administration,GitHub Copilot,7,Essay Drafting,3.89,4,5,Low,10
STU-1917570,24,Business Administration,GitHub Copilot,1,Literature Review,3.19,3.51,7,Medium,1
STU-2268763,18,Biology,ChatGPT-4o,9,Code Debugging,3.31,3.13,7,Low,7
STU-3035560,24,Software Engineering,Gemini Pro,1,Brainstorming,3.14,3.04,9,Low,6
STU-5383816,25,Data Science,Perplexity,3,Brainstorming,3.84,3.83,15,Medium,1
STU-9794914,20,Biology,GitHub Copilot,1,Exam Prep,3.21,3.39,9,Medium,3
STU-6817570,19,Fine Arts,GitHub Copilot,6,Exam Prep,3.6,3.59,12,High,7
STU-2108703,18,Biology,ChatGPT-4o,7,Essay Drafting,2.59,2.72,14,Medium,2
STU-3328254,18,Data Science,GitHub Copilot,5,Essay Drafting,2.54,3.01,5,Medium,8
STU-7185378,21,Software Engineering,Claude 3.5,2,Code Debugging,3.26,3.6,3,Medium,2
STU-9511036,18,Business Administration,ChatGPT-4o,2,Exam Prep,2.61,2.89,12,Medium,1
STU-4273521,20,Data Science,Gemini Pro,5,Code Debugging,2.91,2.97,8,Medium,3
STU-2905115,19,Modern History,Claude 3.5,3,Brainstorming,2.94,3.04,12,High,1
STU-3055807,19,Biology,ChatGPT-4o,9,Brainstorming,3.87,3.85,9,Low,10
STU-7513464,20,Fine Arts,ChatGPT-4o,2,Exam Prep,3.22,3.54,6,High,5
STU-4012621,18,Business Administration,GitHub Copilot,7,Essay Drafting,2.58,2.8,11,High,9
STU-7952359,24,Business Administration,GitHub Copilot,10,Brainstorming,3.86,4,3,High,10
STU-6779089,18,Fine Arts,Claude 3.5,2,Code Debugging,3.47,3.45,4,High,5
STU-7645491,20,Fine Arts,ChatGPT-4o,9,Code Debugging,3.08,3.27,10,Medium,2
STU-4466399,21,Business Administration,ChatGPT-4o,4,Essay Drafting,2.56,2.98,14,Low,3
STU-1956768,18,Fine Arts,Gemini Pro,2,Code Debugging,3.01,3.39,2,Low,10
STU-1673439,22,Business Administration,GitHub Copilot,9,Brainstorming,3.24,3.71,4,Low,8
STU-6670900,25,Biology,GitHub Copilot,10,Literature Review,3.47,3.5,8,Low,5
STU-3800656,18,Data Science,GitHub Copilot,7,Essay Drafting,2.59,2.79,5,Medium,7
STU-4252933,23,Data Science,Claude 3.5,8,Brainstorming,3.73,4,4,Medium,6
STU-8360446,25,Biology,Claude 3.5,5,Exam Prep,3.48,3.5,15,Low,3
STU-5727004,18,Biology,GitHub Copilot,6,Code Debugging,3.14,3.19,7,Medium,4
STU-6225385,21,Business Administration,Perplexity,8,Code Debugging,3.24,3.59,8,High,3
STU-9577715,23,Data Science,Gemini Pro,1,Literature Review,3.06,3.43,5,High,1
STU-9410081,22,Modern History,GitHub Copilot,8,Essay Drafting,3.08,3.48,7,High,2
STU-7052963,23,Biology,GitHub Copilot,7,Code Debugging,3.74,3.81,2,Medium,1
STU-6980301,22,Biology,GitHub Copilot,6,Essay Drafting,3.44,3.53,9,Low,7
STU-4796984,24,Business Administration,Gemini Pro,5,Code Debugging,3.08,3.55,14,Low,10
STU-7123537,18,Modern History,Claude 3.5,6,Literature Review,3.01,2.85,3,Medium,2
STU-6768019,18,Business Administration,Perplexity,3,Literature Review,2.87,2.68,2,High,5
STU-8704532,18,Modern History,Gemini Pro,2,Code Debugging,3.14,3.06,11,High,3
STU-3790905,21,Fine Arts,Gemini Pro,10,Code Debugging,3.33,3.38,14,Low,9
STU-8542228,22,Data Science,Perplexity,3,Code Debugging,3.96,4,2,Low,5
STU-9158783,25,Business Administration,GitHub Copilot,10,Essay Drafting,3.16,3.54,14,Low,5
STU-6762490,21,Biology,Gemini Pro,10,Brainstorming,3.72,3.67,14,Low,4
STU-8877266,19,Modern History,ChatGPT-4o,8,Essay Drafting,2.59,2.7,10,Low,8
STU-3411923,19,Business Administration,GitHub Copilot,8,Literature Review,3.99,4,8,Medium,3
STU-4630035,21,Data Science,Perplexity,2,Literature Review,3.76,3.78,14,Low,6
STU-2118892,22,Fine Arts,Gemini Pro,6,Exam Prep,3.94,4,9,High,6
STU-3949213,21,Data Science,ChatGPT-4o,10,Literature Review,3.83,4,7,High,7
STU-6054481,23,Software Engineering,ChatGPT-4o,8,Brainstorming,3.12,2.96,4,Medium,2
STU-9232934,19,Fine Arts,Gemini Pro,1,Essay Drafting,3.23,3.18,2,High,1
STU-7789560,21,Fine Arts,Perplexity,8,Brainstorming,3.88,3.77,7,Low,9
STU-5453666,22,Modern History,Perplexity,9,Code Debugging,3.61,3.94,2,Low,4
STU-9864140,21,Business Administration,Gemini Pro,9,Brainstorming,2.98,2.86,9,High,10
STU-2797374,19,Biology,Perplexity,6,Brainstorming,2.96,3.05,10,High,5
STU-3530711,23,Business Administration,GitHub Copilot,1,Literature Review,3.89,4,6,High,10
STU-5586139,24,Modern History,ChatGPT-4o,9,Essay Drafting,2.71,2.6,13,High,10
STU-6429942,18,Fine Arts,Claude 3.5,3,Code Debugging,2.66,2.95,13,Low,2
STU-1492881,20,Business Administration,GitHub Copilot,10,Essay Drafting,3.15,3.4,3,High,1
STU-1554192,19,Business Administration,Claude 3.5,2,Literature Review,2.5,2.83,14,High,3
STU-6188970,19,Software Engineering,Claude 3.5,10,Essay Drafting,3.21,3.39,14,High,4
STU-8636218,24,Fine Arts,ChatGPT-4o,3,Literature Review,2.59,2.77,5,Medium,7
STU-1080616,22,Biology,ChatGPT-4o,8,Literature Review,2.63,2.48,13,High,7
STU-7765130,23,Business Administration,Claude 3.5,1,Essay Drafting,2.72,3.21,11,Low,8
STU-8206550,23,Biology,ChatGPT-4o,4,Code Debugging,2.84,2.96,6,Medium,9
STU-3283889,21,Business Administration,GitHub Copilot,8,Essay Drafting,3.77,4,12,Medium,2
STU-1986847,20,Fine Arts,Gemini Pro,2,Code Debugging,3.94,4,6,Low,1
STU-7982777,19,Modern History,Claude 3.5,10,Brainstorming,3.38,3.47,13,Medium,4
STU-6439962,21,Business Administration,ChatGPT-4o,9,Exam Prep,3.3,3.39,9,High,6
STU-8608416,22,Fine Arts,ChatGPT-4o,9,Code Debugging,3.32,3.76,3,Medium,5
STU-3683456,23,Data Science,GitHub Copilot,7,Essay Drafting,2.85,2.98,10,High,7
STU-4634560,18,Software Engineering,GitHub Copilot,8,Essay Drafting,4,4,8,High,7
STU-3971410,22,Software Engineering,ChatGPT-4o,2,Brainstorming,2.67,2.94,2,Medium,4
STU-7088755,21,Biology,GitHub Copilot,1,Code Debugging,3.18,3.24,8,High,5
STU-9145708,22,Business Administration,Gemini Pro,3,Literature Review,3.45,3.78,11,Medium,10
STU-1397683,22,Business Administration,GitHub Copilot,4,Literature Review,2.98,3.11,6,Low,6
STU-5170530,20,Modern History,GitHub Copilot,5,Code Debugging,3,3.41,5,Medium,4
STU-1790023,20,Business Administration,Perplexity,6,Essay Drafting,2.93,3.09,3,High,1
STU-3961913,22,Data Science,ChatGPT-4o,7,Exam Prep,4,4,4,High,7
STU-6870583,20,Fine Arts,ChatGPT-4o,9,Essay Drafting,3.23,3.32,13,Medium,9
STU-6460718,22,Business Administration,ChatGPT-4o,8,Literature Review,3.74,3.91,2,High,2
STU-4373705,18,Modern History,Perplexity,2,Exam Prep,2.71,2.53,7,Medium,8
STU-1809485,22,Business Administration,Perplexity,7,Literature Review,3.2,3.68,2,Low,7
STU-7590223,19,Data Science,Gemini Pro,7,Brainstorming,2.64,2.44,10,Medium,5
STU-7742631,20,Fine Arts,Gemini Pro,10,Exam Prep,3.77,4,3,High,3
STU-8413280,22,Biology,Perplexity,7,Literature Review,3.58,4,10,Medium,10
STU-5512058,19,Business Administration,Perplexity,5,Essay Drafting,3.79,3.65,10,Medium,6
STU-9503681,23,Fine Arts,GitHub Copilot,7,Brainstorming,2.61,2.71,13,Medium,10
STU-5992104,24,Data Science,Perplexity,9,Exam Prep,2.98,3.45,7,Medium,7
STU-1312520,21,Business Administration,ChatGPT-4o,2,Essay Drafting,3.6,3.91,2,Medium,1
STU-6861912,24,Business Administration,Perplexity,7,Code Debugging,3.61,3.83,14,Low,4
STU-3781791,25,Fine Arts,Gemini Pro,3,Literature Review,2.67,3.03,5,Medium,10
STU-8625078,21,Fine Arts,Gemini Pro,4,Code Debugging,3.22,3.62,4,High,6
STU-8357882,20,Data Science,Perplexity,1,Exam Prep,3.61,3.9,8,Medium,9
STU-3809241,20,Software Engineering,ChatGPT-4o,9,Code Debugging,3.93,3.99,3,High,7
STU-7378626,21,Fine Arts,Claude 3.5,4,Code Debugging,3.01,3.21,10,Medium,4
STU-3240687,21,Data Science,GitHub Copilot,6,Literature Review,3.21,3.38,6,Medium,6
STU-7008514,20,Biology,ChatGPT-4o,2,Essay Drafting,3.27,3.71,6,Medium,9
STU-8321221,24,Business Administration,Gemini Pro,7,Brainstorming,3.85,4,7,Medium,6
STU-4254113,19,Fine Arts,ChatGPT-4o,7,Brainstorming,2.94,2.91,4,Low,3
STU-3399799,23,Business Administration,ChatGPT-4o,5,Code Debugging,2.82,3.11,2,Medium,8
STU-3714845,19,Data Science,Gemini Pro,4,Code Debugging,2.51,2.96,13,Medium,9
STU-4928688,19,Software Engineering,Claude 3.5,1,Brainstorming,2.86,2.79,4,Medium,7
STU-8443049,24,Modern History,Claude 3.5,1,Code Debugging,3.73,3.95,4,Low,5
STU-9911976,22,Business Administration,Gemini Pro,9,Brainstorming,2.79,2.86,12,Low,8
STU-8425049,21,Biology,Gemini Pro,8,Literature Review,3.28,3.14,11,High,5
STU-9782035,18,Modern History,Claude 3.5,7,Code Debugging,2.91,2.83,11,Medium,2
STU-2284468,20,Fine Arts,GitHub Copilot,3,Exam Prep,3.28,3.73,2,Low,5
STU-6253509,23,Biology,ChatGPT-4o,4,Code Debugging,3.67,3.51,12,High,1
STU-2205161,24,Business Administration,Claude 3.5,4,Exam Prep,2.86,3.2,4,Low,1
STU-3353745,18,Software Engineering,Perplexity,1,Brainstorming,2.83,2.84,12,Medium,8
STU-1201162,22,Software Engineering,Perplexity,1,Brainstorming,2.87,3.31,13,Low,3
STU-1167046,22,Modern History,ChatGPT-4o,4,Code Debugging,2.56,2.86,15,Medium,6
STU-8285453,24,Business Administration,Claude 3.5,1,Essay Drafting,3.41,3.79,11,Low,3
STU-8818336,19,Modern History,Claude 3.5,2,Essay Drafting,3.27,3.42,6,Low,6
STU-3134315,21,Modern History,GitHub Copilot,7,Literature Review,3.6,3.46,7,Medium,6
STU-3714363,25,Software Engineering,Gemini Pro,1,Essay Drafting,2.62,2.79,5,High,1
STU-5938377,20,Data Science,ChatGPT-4o,4,Code Debugging,2.79,2.98,10,Medium,4
STU-8103378,19,Modern History,Gemini Pro,8,Literature Review,3.41,3.36,4,Medium,3
STU-1122383,22,Software Engineering,ChatGPT-4o,9,Brainstorming,2.66,3.05,13,High,2
STU-3554387,22,Biology,Perplexity,1,Code Debugging,3.42,3.82,11,High,6
STU-8648296,24,Modern History,Gemini Pro,6,Literature Review,3.86,3.88,5,Medium,7
STU-7458528,23,Fine Arts,Claude 3.5,9,Brainstorming,2.64,2.91,10,Medium,1
STU-4476470,22,Data Science,ChatGPT-4o,9,Essay Drafting,3.6,3.88,15,Low,8
STU-1030570,25,Software Engineering,Gemini Pro,10,Brainstorming,2.58,2.63,9,High,4
STU-6643594,25,Fine Arts,Claude 3.5,7,Brainstorming,3.37,3.4,5,Medium,9
STU-6544252,23,Fine Arts,Gemini Pro,1,Exam Prep,2.7,3.06,9,Medium,1
STU-9650485,23,Business Administration,Gemini Pro,7,Literature Review,3.15,3.61,3,Low,6
STU-5163895,18,Software Engineering,ChatGPT-4o,5,Exam Prep,3.99,3.83,15,Medium,7
STU-8773945,25,Business Administration,GitHub Copilot,10,Code Debugging,3.3,3.21,2,Medium,9
STU-8772980,22,Software Engineering,Gemini Pro,3,Code Debugging,3.75,4,8,Medium,10
STU-2941502,25,Data Science,GitHub Copilot,10,Essay Drafting,3.08,3.5,4,Low,2
STU-3295820,21,Modern History,ChatGPT-4o,7,Code Debugging,2.94,3.03,3,High,9
STU-3223384,19,Software Engineering,Claude 3.5,10,Code Debugging,3.38,3.37,12,Medium,5
STU-2663823,25,Biology,Claude 3.5,10,Exam Prep,3.52,3.58,9,High,9
STU-8616402,23,Data Science,Claude 3.5,8,Brainstorming,3.52,3.59,8,Medium,10
STU-4057245,22,Business Administration,Claude 3.5,6,Code Debugging,2.98,2.88,4,High,1
STU-6398985,20,Fine Arts,ChatGPT-4o,7,Brainstorming,3.57,3.96,6,Medium,1
